user_id,item_id,cat_id,seller_id,brand_id,time_stamp,action_type
225812,531,297,862,8281.0,1107,0
158176,517,1255,1653,1345.0,625,0
158176,517,1255,1653,1345.0,625,0
158176,517,1255,1653,1345.0,625,0
158176,517,1255,1653,1345.0,625,0
158176,517,1255,1653,1345.0,625,0
158176,517,1255,1653,1345.0,625,2
158176,517,1255,1653,1345.0,626,0
352996,611,177,1512,1580.0,1014,0
324100,624,747,2934,8258.0,726,3
382561,583,1205,1000,1954.0,907,3
40728,506,177,1480,7069.0,627,0
40728,506,177,1480,7069.0,627,0
40728,506,177,1480,7069.0,626,0
40728,506,177,1480,7069.0,626,0
40728,506,177,1480,7069.0,626,2
378893,628,737,1234,2103.0,607,0
194307,517,1255,1653,1345.0,516,2
26271,628,737,1234,2103.0,527,0
349209,568,683,270,397.0,1110,0
292136,626,1577,3659,3103.0,613,0
292136,626,1577,3659,3103.0,613,3
337534,568,683,270,397.0,1031,0
129441,482,1656,1274,5235.0,523,0
328571,517,1255,1653,1345.0,826,0
375788,493,1517,3741,4359.0,1111,0
395782,573,1170,4966,3467.0,805,0
395782,573,1170,4966,3467.0,805,3
395782,568,683,270,397.0,1111,0
395782,568,683,270,397.0,1111,0
395782,568,683,270,397.0,1111,3
295839,617,748,3828,1446.0,626,0
40249,521,612,3984,7610.0,1111,0
40249,521,612,3984,7610.0,1111,2
40249,521,612,3984,7610.0,1111,0
175403,598,1095,2101,1191.0,916,0
175403,598,1095,2101,1191.0,912,0
281825,517,1255,1653,1345.0,825,3
195626,568,683,270,397.0,1108,0
174874,622,218,4703,2350.0,528,0
243779,493,1517,3741,4359.0,925,0
243779,493,1517,3741,4359.0,925,0
115478,493,1517,3741,4359.0,710,0
218267,525,1095,830,6866.0,1003,0
218267,525,1095,830,6866.0,920,0
218267,525,1095,830,6866.0,920,0
184258,598,1095,2101,1191.0,1008,0
224033,521,612,3984,7610.0,1031,0
115235,611,177,1512,1580.0,1111,2
115235,611,177,1512,1580.0,1108,0
115235,611,177,1512,1580.0,1108,0
115235,611,177,1512,1580.0,1108,0
318384,587,737,1699,5097.0,1107,0
318384,587,737,1699,5097.0,1103,3
318555,568,683,270,397.0,1105,0
318555,568,683,270,397.0,1105,0
304161,622,218,4703,2350.0,709,0
40060,483,351,840,2668.0,826,0
190583,493,1517,3741,4359.0,1007,0
421175,506,177,1480,7069.0,625,0
30232,521,612,3984,7610.0,1111,0
236575,517,1255,1653,1345.0,730,0
152816,517,1255,1653,1345.0,1031,0
51869,568,683,270,397.0,1111,0
44935,502,1326,86,3142.0,530,0
82312,548,1216,2792,2431.0,1019,3
388450,573,1170,4966,3467.0,708,0
388450,573,1170,4966,3467.0,708,0
29140,493,1517,3741,4359.0,715,0
237249,573,1170,4966,3467.0,823,0
183734,568,683,270,397.0,1107,0
183734,568,683,270,397.0,1110,0
367265,517,1255,1653,1345.0,1104,0
265093,548,1216,2792,2431.0,1022,0
112047,594,612,4434,7204.0,1111,3
76468,517,1255,1653,1345.0,918,0
422907,629,308,3058,6220.0,1030,0
403743,628,737,1234,2103.0,527,0
344554,506,177,1480,7069.0,626,0
410831,482,1656,1274,5235.0,809,0
12467,495,464,4535,1720.0,1105,0
178877,568,683,270,397.0,1103,0
113770,605,252,3544,977.0,1111,0
248849,622,218,4703,2350.0,715,0
248849,622,218,4703,2350.0,715,0
7423,568,683,270,397.0,1111,2
7423,568,683,270,397.0,1111,2
235594,517,1255,1653,1345.0,917,0
235594,517,1255,1653,1345.0,917,0
235594,517,1255,1653,1345.0,917,0
235594,517,1255,1653,1345.0,913,0
235594,517,1255,1653,1345.0,913,0
235594,517,1255,1653,1345.0,913,0
235594,517,1255,1653,1345.0,913,0
235594,517,1255,1653,1345.0,913,0
235594,517,1255,1653,1345.0,913,0
93226,598,1095,2101,1191.0,1027,0
93226,598,1095,2101,1191.0,1027,0
93226,598,1095,2101,1191.0,1004,0
3193,617,748,3828,1446.0,1101,0
168390,617,748,3828,1446.0,1111,0
405454,596,1129,3629,1746.0,1030,0
102295,617,748,3828,1446.0,1111,0
264404,543,500,1728,5043.0,1024,0
227441,629,308,3058,6220.0,812,0
292703,521,612,3984,7610.0,930,0
292703,521,612,3984,7610.0,930,0
292703,521,612,3984,7610.0,930,0
328955,493,1517,3741,4359.0,617,0
328955,493,1517,3741,4359.0,617,0
155597,568,683,270,397.0,1111,2
155597,568,683,270,397.0,1111,2
174536,621,1553,4173,5376.0,1008,0
245847,583,1205,1000,1954.0,1016,0
229475,612,833,1923,4184.0,1111,0
127937,521,612,3984,7610.0,1111,0
127937,521,612,3984,7610.0,1111,0
127937,521,612,3984,7610.0,1111,0
127937,521,612,3984,7610.0,1111,0
127937,521,612,3984,7610.0,1111,0
127937,521,612,3984,7610.0,1111,3
127937,521,612,3984,7610.0,1111,0
127937,521,612,3984,7610.0,1111,0
127937,521,612,3984,7610.0,1111,0
127937,521,612,3984,7610.0,1111,0
127937,521,612,3984,7610.0,1111,0
127937,521,612,3984,7610.0,1111,0
127937,521,612,3984,7610.0,1111,0
127937,521,612,3984,7610.0,1111,0
209394,596,1129,3629,1746.0,1107,0
251184,517,1255,1653,1345.0,619,0
355777,582,563,4476,2551.0,728,0
374486,573,1170,4966,3467.0,715,0
311830,622,218,4703,2350.0,614,0
296470,493,1517,3741,4359.0,1108,0
219142,517,1255,1653,1345.0,809,0
219142,517,1255,1653,1345.0,730,2
219142,517,1255,1653,1345.0,729,0
28659,555,1553,3491,3969.0,1030,0
103873,571,177,3121,1580.0,626,0
107584,531,297,862,8281.0,709,0
135248,568,683,270,397.0,1104,0
135248,568,683,270,397.0,1104,0
16169,628,737,1234,2103.0,527,0
19833,517,1255,1653,1345.0,1019,2
19833,517,1255,1653,1345.0,1021,0
19833,517,1255,1653,1345.0,1021,0
19833,517,1255,1653,1345.0,1021,0
49548,524,184,4602,459.0,1111,0
51255,568,683,270,397.0,1111,2
51255,568,683,270,397.0,1111,0
51255,568,683,270,397.0,1111,0
51255,568,683,270,397.0,1111,2
167857,517,1255,1653,1345.0,708,0
167857,517,1255,1653,1345.0,705,0
167857,517,1255,1653,1345.0,705,0
167857,517,1255,1653,1345.0,705,2
96775,524,184,4602,459.0,1105,0
96775,524,184,4602,459.0,1016,0
96775,524,184,4602,459.0,1016,0
418353,592,1505,606,376.0,923,0
418353,592,1505,606,376.0,923,0
291993,525,1095,830,6866.0,1006,0
102964,517,1255,1653,1345.0,801,0
102964,517,1255,1653,1345.0,801,0
384485,614,384,2196,6519.0,801,0
44439,622,218,4703,2350.0,826,0
31832,611,177,1512,1580.0,1030,0
309831,523,737,794,3687.0,1111,0
309831,523,737,794,3687.0,1111,0
127619,483,351,840,2668.0,729,0
63569,610,351,1986,2158.0,1024,0
355785,528,407,1595,5800.0,626,0
355785,528,407,1595,5800.0,626,0
355785,528,407,1595,5800.0,626,0
402245,521,612,3984,7610.0,1110,0
421309,620,1426,2701,1417.0,927,0
90385,496,267,2115,6973.0,1111,0
136383,586,1197,3496,4915.0,1110,0
136383,586,1197,3496,4915.0,1110,0
136383,586,1197,3496,4915.0,1110,0
136383,586,1197,3496,4915.0,1111,0
40240,591,369,71,2462.0,1111,0
226557,521,612,3984,7610.0,906,0
226557,521,612,3984,7610.0,921,0
51363,483,351,840,2668.0,804,0
261475,548,1216,2792,2431.0,1030,0
56522,491,420,2621,7451.0,816,0
158404,529,117,415,4292.0,1111,0
147549,548,1216,2792,2431.0,1103,3
399643,493,1517,3741,4359.0,1012,0
70280,525,1095,830,6866.0,1107,0
42991,497,1326,2508,4773.0,523,3
42991,497,1326,2508,4773.0,523,0
293082,496,267,2115,6973.0,1031,0
387361,571,177,3121,1580.0,807,0
369625,528,407,1595,5800.0,629,0
417395,496,267,2115,6973.0,1105,0
417395,496,267,2115,6973.0,1105,0
417395,496,267,2115,6973.0,1105,0
417395,496,267,2115,6973.0,1105,0
417395,496,267,2115,6973.0,1105,2
417395,496,267,2115,6973.0,1105,0
417395,496,267,2115,6973.0,1105,0
417395,496,267,2115,6973.0,1111,0
215764,622,218,4703,2350.0,725,2
352645,611,177,1512,1580.0,1108,0
225091,496,267,2115,6973.0,1025,0
105213,557,115,1838,888.0,812,0
164355,483,351,840,2668.0,1110,0
261312,622,218,4703,2350.0,813,0
261312,622,218,4703,2350.0,813,0
261312,622,218,4703,2350.0,813,0
261312,622,218,4703,2350.0,813,0
261312,622,218,4703,2350.0,813,2
207870,517,1255,1653,1345.0,831,0
195222,493,1517,3741,4359.0,810,0
195222,493,1517,3741,4359.0,810,0
322282,633,1505,3595,5930.0,711,0
350263,614,384,2196,6519.0,516,3
175066,521,612,3984,7610.0,926,0
73351,548,1216,2792,2431.0,921,2
225398,496,267,2115,6973.0,1022,0
182123,567,662,2378,7536.0,705,0
405874,493,1517,3741,4359.0,1008,0
405874,493,1517,3741,4359.0,1008,0
365884,521,612,3984,7610.0,1031,0
1305,513,812,2873,648.0,701,0
290074,591,369,71,2462.0,1111,0
331253,634,1467,4610,2921.0,1111,0
331253,634,1467,4610,2921.0,1111,0
331253,634,1467,4610,2921.0,1111,3
331253,634,1467,4610,2921.0,1111,2
331253,634,1467,4610,2921.0,1111,0
331253,634,1467,4610,2921.0,1111,0
258904,483,351,840,2668.0,713,0
281030,621,1553,4173,5376.0,1015,0
123018,622,218,4703,2350.0,1111,0
189681,568,683,270,397.0,1111,0
414365,617,748,3828,1446.0,624,0
199539,528,407,1595,5800.0,626,0
249555,524,184,4602,459.0,1111,0
313092,568,683,270,397.0,1111,0
371673,628,737,1234,2103.0,527,0
152571,506,177,1480,7069.0,627,0
367575,528,407,1595,5800.0,601,0
263957,621,1553,4173,5376.0,925,0
185778,624,747,2934,8258.0,526,0
111364,517,1255,1653,1345.0,703,0
111364,517,1255,1653,1345.0,703,0
111364,517,1255,1653,1345.0,703,0
111364,517,1255,1653,1345.0,703,0
111364,517,1255,1653,1345.0,703,0
355366,568,683,270,397.0,1111,0
170871,531,297,862,8281.0,1007,0
170871,531,297,862,8281.0,1007,0
275098,498,662,778,2440.0,1108,3
89202,638,812,4547,623.0,526,0
132506,573,1170,4966,3467.0,902,0
323544,620,1426,2701,1417.0,908,0
163488,630,1075,2560,2116.0,1103,0
224188,568,683,270,397.0,1111,0
224188,568,683,270,397.0,1111,0
201238,520,451,4826,7552.0,726,0
322467,617,748,3828,1446.0,626,0
255539,517,1255,1653,1345.0,907,0
255539,517,1255,1653,1345.0,907,0
354419,587,737,1699,5097.0,1108,0
354419,587,737,1699,5097.0,1108,0
354419,587,737,1699,5097.0,1108,0
354419,587,737,1699,5097.0,1108,0
952,517,1255,1653,1345.0,729,0
56019,524,184,4602,459.0,1012,0
167257,481,1331,318,4275.0,1103,0
333983,628,737,1234,2103.0,527,3
106581,567,662,2378,7536.0,518,3
188452,602,992,644,6455.0,1021,0
188452,602,992,644,6455.0,1102,0
188452,602,992,644,6455.0,1020,3
188452,602,992,644,6455.0,1020,0
188452,602,992,644,6455.0,1020,0
387190,481,1331,318,4275.0,1111,0
407908,568,683,270,397.0,1111,0
407908,568,683,270,397.0,1111,0
407908,568,683,270,397.0,1111,0
34948,517,1255,1653,1345.0,1017,0
34948,517,1255,1653,1345.0,1017,3
34948,517,1255,1653,1345.0,1017,0
34948,517,1255,1653,1345.0,1017,2
401662,568,683,270,397.0,1111,0
401662,568,683,270,397.0,1111,0
269509,568,683,270,397.0,1110,0
409774,620,1426,2701,1417.0,1013,0
144385,628,737,1234,2103.0,527,0
401528,606,490,2145,3929.0,1008,0
231077,524,184,4602,459.0,1111,0
6271,548,1216,2792,2431.0,625,0
6271,548,1216,2792,2431.0,625,2
6271,548,1216,2792,2431.0,625,2
6271,548,1216,2792,2431.0,625,2
187351,520,451,4826,7552.0,517,2
315503,504,1213,2264,3275.0,810,0
190566,493,1517,3741,4359.0,1110,0
227566,571,177,3121,1580.0,720,0
227566,571,177,3121,1580.0,720,0
363384,525,1095,830,6866.0,906,0
17798,587,737,1699,5097.0,1103,0
371774,521,612,3984,7610.0,917,0
221511,486,1577,3433,1018.0,711,0
124511,563,1371,2104,4073.0,916,0
123493,529,117,415,4292.0,1030,0
123493,529,117,415,4292.0,1030,0
393406,483,351,840,2668.0,801,0
280685,496,267,2115,6973.0,1109,0
155365,506,177,1480,7069.0,626,2
155365,506,177,1480,7069.0,626,0
206754,517,1255,1653,1345.0,1108,2
33471,521,612,3984,7610.0,1110,0
33471,521,612,3984,7610.0,1111,2
60680,568,683,270,397.0,1109,0
60680,568,683,270,397.0,1109,0
60680,568,683,270,397.0,1110,0
60680,568,683,270,397.0,1110,0
60680,568,683,270,397.0,1109,0
60680,568,683,270,397.0,1109,0
60680,568,683,270,397.0,1109,3
60680,568,683,270,397.0,1110,0
60680,568,683,270,397.0,1111,0
60680,568,683,270,397.0,1111,0
60680,568,683,270,397.0,1111,2
402452,556,1134,4424,3870.0,616,0
242867,539,1395,4534,5535.0,727,0
242867,539,1395,4534,5535.0,727,2
242867,539,1395,4534,5535.0,727,2
242867,539,1395,4534,5535.0,727,2
242867,539,1395,4534,5535.0,727,0
242867,539,1395,4534,5535.0,727,2
242867,539,1395,4534,5535.0,729,0
155536,483,351,840,2668.0,827,0
9067,574,407,3556,1236.0,1024,0
259664,587,737,1699,5097.0,1110,0
159363,600,1458,4107,2743.0,1111,0
159363,600,1458,4107,2743.0,1111,0
26309,622,218,4703,2350.0,1009,0
26309,622,218,4703,2350.0,1009,2
26309,598,1095,2101,1191.0,927,0
409858,517,1255,1653,1345.0,926,2
44368,591,369,71,2462.0,1010,0
354533,528,407,1595,5800.0,627,0
276596,606,490,2145,3929.0,525,0
251050,491,420,2621,7451.0,720,0
162874,517,1255,1653,1345.0,822,0
162874,517,1255,1653,1345.0,822,0
162874,517,1255,1653,1345.0,822,0
162874,517,1255,1653,1345.0,822,0
101965,628,737,1234,2103.0,527,0
101965,628,737,1234,2103.0,527,0
346084,521,612,3984,7610.0,923,0
274646,636,464,1951,2175.0,820,0
274646,636,464,1951,2175.0,820,0
90166,517,1255,1653,1345.0,627,0
90166,517,1255,1653,1345.0,627,0
90166,517,1255,1653,1345.0,627,0
90166,517,1255,1653,1345.0,627,3
103076,481,1331,318,4275.0,1110,0
131156,610,351,1986,2158.0,1104,0
55520,517,1255,1653,1345.0,825,3
362238,521,612,3984,7610.0,1021,0
208053,629,308,3058,6220.0,927,0
333206,548,1216,2792,2431.0,606,0
333206,506,177,1480,7069.0,624,0
80190,568,683,270,397.0,1111,2
80190,568,683,270,397.0,1104,3
200952,622,218,4703,2350.0,828,3
118891,548,1216,2792,2431.0,909,2
118891,548,1216,2792,2431.0,909,2
118891,548,1216,2792,2431.0,909,2
118891,548,1216,2792,2431.0,909,2
118891,548,1216,2792,2431.0,1001,0
118891,548,1216,2792,2431.0,1001,0
118891,548,1216,2792,2431.0,1001,2
153684,617,748,3828,1446.0,1109,0
51212,483,351,840,2668.0,904,0
404231,591,369,71,2462.0,1020,0
314231,517,1255,1653,1345.0,616,0
186580,591,369,71,2462.0,1104,0
17885,608,1591,1993,5161.0,928,3
17885,608,1591,1993,5161.0,928,0
17885,608,1591,1993,5161.0,928,0
158307,620,1426,2701,1417.0,826,0
199578,548,1216,2792,2431.0,617,2
23747,587,737,1699,5097.0,1107,0
216482,545,1141,1877,5272.0,531,0
289383,610,351,1986,2158.0,907,0
277298,528,407,1595,5800.0,524,0
416854,493,1517,3741,4359.0,823,0
81587,596,1129,3629,1746.0,1109,0
164194,521,612,3984,7610.0,1111,3
164194,521,612,3984,7610.0,1111,0
164194,521,612,3984,7610.0,1111,0
164194,521,612,3984,7610.0,1111,2
164194,521,612,3984,7610.0,1111,0
164194,521,612,3984,7610.0,1111,0
164194,521,612,3984,7610.0,1111,0
164194,521,612,3984,7610.0,1111,0
164194,521,612,3984,7610.0,1111,0
164194,521,612,3984,7610.0,1111,0
164194,521,612,3984,7610.0,1111,0
71837,483,351,840,2668.0,808,0
57535,496,267,2115,6973.0,1015,0
119445,574,407,3556,1236.0,1111,0
143946,532,664,966,5021.0,714,0
143946,532,664,966,5021.0,1111,0
143946,481,1331,318,4275.0,1110,0
250337,588,1188,623,7047.0,1110,0
354758,496,267,2115,6973.0,1111,0
354758,521,612,3984,7610.0,1111,0
354758,496,267,2115,6973.0,1111,2
354758,496,267,2115,6973.0,1111,0
11900,545,1141,1877,5272.0,1111,0
11900,545,1141,1877,5272.0,1111,0
11900,545,1141,1877,5272.0,1111,0
11900,545,1141,1877,,1110,1
11900,545,1141,1877,5272.0,1110,0
7008,628,737,1234,2103.0,525,0
20709,628,737,1234,2103.0,527,0
224769,583,1205,1000,1954.0,1003,0
25053,633,1505,3595,5930.0,731,0
25053,633,1505,3595,5930.0,731,3
295585,481,1331,318,4275.0,1104,0
134091,493,1517,3741,4359.0,715,0
290997,531,297,862,8281.0,918,0
47933,517,1255,1653,1345.0,721,0
398172,549,662,4070,5496.0,1010,0
398172,549,662,4070,5496.0,1010,3
398172,549,662,4070,5496.0,1020,0
373273,517,1255,1653,1345.0,1010,0
262539,571,177,3121,1580.0,719,0
262539,571,177,3121,1580.0,719,0
262539,571,177,3121,1580.0,719,3
262539,571,177,3121,1580.0,724,0
262539,571,177,3121,1580.0,724,0
270456,493,1517,3741,4359.0,514,3
270456,493,1517,3741,4359.0,515,3
66293,548,1216,2792,2431.0,928,0
149149,568,683,270,397.0,1111,2
63644,568,683,270,397.0,1110,0
323155,629,308,3058,6220.0,817,0
152592,610,351,1986,2158.0,914,0
152592,610,351,1986,2158.0,1022,0
274491,528,407,1595,5800.0,628,0
276855,617,748,3828,1446.0,1108,0
275577,483,351,840,2668.0,802,0
174588,531,297,862,8281.0,712,0
174588,531,297,862,8281.0,712,0
223765,515,1661,1436,2998.0,1108,0
59347,521,612,3984,7610.0,921,0
233642,630,1075,2560,2116.0,1105,0
352946,600,1458,4107,2743.0,1111,0
135284,517,1255,1653,1345.0,1111,2
135284,517,1255,1653,1345.0,1027,0
135284,517,1255,1653,1345.0,1111,0
310926,568,683,270,397.0,1111,0
151894,568,683,270,397.0,1109,0
195312,622,218,4703,2350.0,1103,0
195312,622,218,4703,2350.0,1103,0
195312,622,218,4703,2350.0,1103,0
195312,622,218,4703,2350.0,1103,0
122427,521,612,3984,7610.0,1013,0
122427,587,737,1699,5097.0,1026,0
152103,567,662,2378,7536.0,604,0
366038,605,252,3544,977.0,529,0
366038,605,252,3544,977.0,529,0
366038,605,252,3544,977.0,529,0
366038,605,252,3544,977.0,529,0
366038,605,252,3544,977.0,529,0
366038,605,252,3544,977.0,529,0
366038,605,252,3544,977.0,529,2
366038,605,252,3544,977.0,529,0
366038,605,252,3544,977.0,529,0
228754,611,177,1512,1580.0,1011,0
228754,533,1591,4790,2625.0,918,0
83312,568,683,270,397.0,1105,0
83312,568,683,270,397.0,1105,0
83312,568,683,270,397.0,1105,0
83312,568,683,270,397.0,1111,0
83312,568,683,270,397.0,1111,0
83312,568,683,270,397.0,1109,0
307728,496,267,2115,6973.0,1027,0
307728,496,267,2115,6973.0,1027,0
96147,596,1129,3629,1746.0,1111,0
43072,548,1216,2792,2431.0,1010,0
43072,548,1216,2792,2431.0,1010,3
95056,622,218,4703,2350.0,609,0
95056,622,218,4703,2350.0,609,0
95056,622,218,4703,2350.0,609,0
420048,574,407,3556,1236.0,1110,3
1371,615,595,2696,6239.0,923,0
325219,540,1505,2062,4017.0,526,0
362293,521,612,3984,7610.0,1014,0
90230,517,1255,1653,1345.0,627,2
90230,517,1255,1653,1345.0,627,0
47516,573,1170,4966,3467.0,909,0
314115,517,1255,1653,1345.0,831,0
398392,605,252,3544,977.0,1111,2
120253,545,1141,1877,5272.0,809,0
334066,548,1216,2792,2431.0,1030,0
334066,548,1216,2792,2431.0,1030,0
334066,493,1517,3741,4359.0,523,0
348534,548,1216,2792,2431.0,523,0
102542,587,737,1699,5097.0,1110,0
102542,587,737,1699,3337.0,1111,2
195154,519,656,808,5181.0,1104,0
402421,523,737,794,3687.0,1111,0
402421,523,737,794,3687.0,1111,0
119089,610,351,1986,2158.0,1108,0
210125,496,267,2115,6973.0,1005,0
293440,571,177,3121,1580.0,811,0
293440,571,177,3121,1580.0,811,0
293440,571,177,3121,1580.0,811,0
353788,496,267,2115,6973.0,1111,0
265188,598,1095,2101,1191.0,928,0
265188,598,1095,2101,1191.0,914,0
83198,524,184,4602,459.0,913,0
270594,622,218,4703,2350.0,903,0
270594,622,218,4703,2350.0,903,0
270594,622,218,4703,2350.0,903,0
270594,622,218,4703,2350.0,903,0
270594,622,218,4703,2350.0,903,0
270594,622,218,4703,2350.0,903,0
91236,567,662,2378,7536.0,522,3
91236,567,662,2378,7536.0,522,0
42823,504,1213,2264,3275.0,828,0
258777,588,1188,623,7047.0,1111,0
258777,588,1188,623,7047.0,1111,0
258777,588,1188,623,7047.0,1111,2
258777,588,1188,623,7047.0,1105,0
258777,588,1188,623,7047.0,1105,0
258777,588,1188,623,7047.0,1105,0
258777,588,1188,623,7047.0,1109,0
171025,483,351,840,2668.0,712,0
317652,587,737,1699,5097.0,1106,0
70891,517,1255,1653,1345.0,1007,0
70891,517,1255,1653,1345.0,1007,2
356093,548,1216,2792,2431.0,1017,0
356093,548,1216,2792,2431.0,1017,2
356093,548,1216,2792,2431.0,1017,0
331080,558,662,1835,1374.0,1027,0
360916,588,1188,623,7047.0,1030,0
104763,622,218,4703,2350.0,716,0
104763,622,218,4703,2350.0,716,0
104763,622,218,4703,2350.0,716,0
104763,622,218,4703,2350.0,716,0
63539,628,737,1234,2103.0,527,0
324549,493,1517,3741,4359.0,710,0
324549,493,1517,3741,4359.0,710,3
5134,521,612,3984,7610.0,922,0
104898,622,218,4703,2350.0,616,0
386975,517,1255,1653,1345.0,1111,0
386975,517,1255,1653,1345.0,1104,0
386975,517,1255,1653,1345.0,1104,0
108807,505,1188,1876,1192.0,605,0
243155,598,1095,2101,1191.0,913,0
381820,633,1505,3595,5930.0,712,0
14733,568,683,270,397.0,1111,0
26353,617,748,3828,1446.0,625,0
41580,622,218,4703,2350.0,923,0
147169,517,1255,1653,1345.0,731,0
136405,521,612,3984,7610.0,1021,0
136405,521,612,3984,7610.0,1021,0
136405,521,612,3984,7610.0,1021,0
240969,549,662,4070,5496.0,926,0
73916,598,1095,2101,1191.0,913,0
331866,517,1255,1653,1345.0,1106,0
67652,496,267,2115,6973.0,1111,0
